-6.524555320336759	-6.524555320336759	5.778776033591108e-13
-6.474555320336759	-6.524555320336759	6.892078373428204e-13
-6.42455532033676	-6.524555320336759	8.199486362408675e-13
-6.374555320336759	-6.524555320336759	9.730815975728692e-13
-6.324555320336759	-6.524555320336759	1.1519727680374045e-12
-6.274555320336759	-6.524555320336759	1.3604098736697556e-12
-6.224555320336759	-6.524555320336759	1.6026412383723787e-12
-6.17455532033676	-6.524555320336759	1.8834161681086285e-12
-6.124555320336759	-6.524555320336759	2.208026523642928e-12
-6.074555320336759	-6.524555320336759	2.5823491474181174e-12
-6.024555320336759	-6.524555320336759	3.0128887507554326e-12
-5.974555320336759	-6.524555320336759	3.5068208069347994e-12
-5.92455532033676	-6.524555320336759	4.072033934919651e-12
-5.874555320336759	-6.524555320336759	4.7171711987168454e-12
-5.824555320336759	-6.524555320336759	5.451669689889383e-12
-5.774555320336759	-6.524555320336759	6.285797707004252e-12
-5.724555320336759	-6.524555320336759	7.23068879721911e-12
-5.67455532033676	-6.524555320336759	8.298371883381674e-12
-5.624555320336759	-6.524555320336759	9.501796666375326e-12
-5.574555320336759	-6.524555320336759	1.0854853468618068e-11
-5.524555320336759	-6.524555320336759	1.2372386671954462e-11
-5.474555320336759	-6.524555320336759	1.4070200903073457e-11
-5.42455532033676	-6.524555320336759	1.596505913333202e-11
-5.374555320336759	-6.524555320336759	1.8074671888293847e-11
-5.324555320336759	-6.524555320336759	2.0417676806619172e-11
-5.274555320336759	-6.524555320336759	2.301360784835752e-11
-5.224555320336759	-6.524555320336759	2.5882853530048313e-11
-5.17455532033676	-6.524555320336759	2.9046603658010183e-11
-5.124555320336759	-6.524555320336759	3.252678414209465e-11
-5.074555320336759	-6.524555320336759	3.6345979599302326e-11
-5.024555320336759	-6.524555320336759	4.0527343599670206e-11
-4.974555320336759	-6.524555320336759	4.5094496564693864e-11
-4.92455532033676	-6.524555320336759	5.007141150048159e-11
-4.874555320336759	-6.524555320336759	5.5482287932465344e-11
-4.824555320336759	-6.524555320336759	6.135141460481876e-11
-4.774555320336759	-6.524555320336759	6.770302171404125e-11
-4.724555320336759	-6.524555320336759	7.456112366095559e-11
-4.67455532033676	-6.524555320336759	8.194935352748904e-11
-4.624555320336759	-6.524555320336759	8.98907907114375e-11
-4.574555320336759	-6.524555320336759	9.840778338270021e-11
-4.524555320336759	-6.524555320336759	1.0752176765564424e-10
-4.4745553203367585	-6.524555320336759	1.172530856014269e-10
-4.42455532033676	-6.524555320336759	1.2762080444870675e-10
-4.374555320336759	-6.524555320336759	1.3864253953707617e-10
-4.324555320336759	-6.524555320336759	1.5033428378925848e-10
-4.274555320336759	-6.524555320336759	1.6271024665328864e-10
-4.2245553203367585	-6.524555320336759	1.7578270562161841e-10
-4.17455532033676	-6.524555320336759	1.8956187356008968e-10
-4.124555320336759	-6.524555320336759	2.0405578516263325e-10
-4.074555320336759	-6.524555320336759	2.1927020587150376e-10
-4.024555320336759	-6.524555320336759	2.3520856657488217e-10
